mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_10847,OC1COC(=N)OC1,4.96667,1.54067,1.22573,4.2241,59.27,-0.2491,0.0372,0.2863,934.4661,0.119655,-436.938365,-436.930899,-436.929955,-436.970538,27.031
gdb_98951,OCC(=O)OC(=N)C#N,4.19981,0.83968,0.76674,1.3751,62.7,-0.2913,-0.088,0.2033,1414.0578,0.086362,-489.903641,-489.894383,-489.893439,-489.939491,30.696
gdb_61465,NC(=O)CC(O)C1CC1,3.3648,0.86917,0.7356,3.8737,76.05,-0.2334,0.0374,0.2708,1542.831,0.170128,-440.307372,-440.29753,-440.296586,-440.343034,36.276
gdb_52691,CC#CC(O)C1CCC1,2.87896,0.86178,0.69264,1.9181,88.05,-0.2456,0.0394,0.285,1677.2514,0.180783,-387.053182,-387.042728,-387.041784,-387.090215,36.864
gdb_4654,c1c(nc([nH]1)N)C#N,6.65166,1.35538,1.12819,7.7108,64.29,-0.2231,-0.0126,0.2105,960.9007,0.086746,-373.758585,-373.75179,-373.750845,-373.789454,25.131
gdb_110439,OCC1C2C3N2C1C3=O,2.7037,1.5426,1.18152,2.039,67.55,-0.2527,-0.0229,0.2298,1037.8767,0.124579,-437.8295,-437.82186,-437.820916,-437.862318,28.623
gdb_112198,CCC1OC(=O)C11CC1,2.51279,1.3153,0.97467,4.31,76.53,-0.2678,0.0113,0.279,1262.1298,0.158534,-423.050172,-423.041291,-423.040347,-423.084021,32.767
gdb_95466,CC1OCC=C1CC=O,3.09594,1.10851,0.89656,2.5656,79.06,-0.2355,-0.0341,0.2014,1303.7711,0.157376,-423.043214,-423.033904,-423.03296,-423.078589,32.973
gdb_132930,c1c(c(c[nH]c1=O)F)F,3.12256,1.34809,0.94159,2.9973,61.28,-0.2263,-0.0496,0.1767,1084.3265,0.077315,-521.930065,-521.923142,-521.922197,-521.961628,26.251
gdb_60002,CC(O)CC(O)C1CO1,3.96769,0.81184,0.73946,3.2341,75.58,-0.2496,0.0722,0.3218,1584.0611,0.180954,-461.341931,-461.33218,-461.331236,-461.376822,36.478
gdb_46319,N=C1OCC11COCO1,3.23455,1.34274,1.22295,1.6392,65.67,-0.2669,0.008,0.2749,1046.0292,0.125282,-475.009001,-475.001404,-475.00046,-475.041896,27.836
gdb_65015,CC1(CO1)C(C=O)C#N,2.29153,1.34168,1.08091,4.0273,69.16,-0.2778,-0.0512,0.2266,1152.6374,0.120997,-437.881807,-437.872479,-437.871535,-437.916627,32.509
gdb_16045,OC1C2CCC12C#C,3.51924,1.7285,1.43639,1.8572,72.65,-0.2319,0.0356,0.2675,906.6655,0.129568,-346.537451,-346.529789,-346.528845,-346.568962,29.56
gdb_66417,CC12C(CC1=O)N2C=O,3.28543,1.22667,1.021,1.9536,72.45,-0.2454,-0.0345,0.2109,1153.1713,0.122066,-437.877911,-437.869374,-437.868429,-437.91136,30.831
gdb_122158,CC1OC1(C)CCCO,4.35626,0.64512,0.61777,2.6387,83.26,-0.255,0.0794,0.3344,1895.3268,0.202431,-425.414449,-425.403205,-425.402261,-425.451616,39.861
gdb_33339,C#CC#CC1CC2NC12,5.34279,0.74782,0.71432,2.7658,92.67,-0.2309,-0.0095,0.2214,1565.3595,0.123795,-363.506968,-363.498766,-363.497822,-363.540227,31.084
gdb_89595,CC1CC2(CC#N)CN12,4.44869,0.9234,0.87931,3.262,79.66,-0.2462,0.0272,0.2735,1366.2398,0.159283,-382.046885,-382.038118,-382.037174,-382.08075,32.765
gdb_25154,c1nc(nc(=O)o1)C#N,3.86644,1.30177,0.97388,4.0367,62.22,-0.3208,-0.1344,0.1863,1059.1245,0.054808,-467.655025,-467.64818,-467.647236,-467.687013,23.9
gdb_91,C1CNC1=O,12.23436,4.97895,3.70561,3.6671,39.73,-0.25,0.038,0.288,355.0934,0.080442,-247.225618,-247.220897,-247.219953,-247.253218,16.1
gdb_72937,CC12COC1C1OCC21,2.74356,1.72383,1.45096,3.2744,73.84,-0.2353,0.0443,0.2796,981.8486,0.159634,-422.955836,-422.948202,-422.947258,-422.988445,29.732
gdb_3092,CC1C(C)N1C=O,3.63289,2.33312,1.83578,3.6991,62.39,-0.2453,0.0109,0.2562,757.3529,0.135375,-325.778444,-325.770619,-325.769675,-325.810257,27.489
gdb_59082,CC(C)C1C(C)C1C=O,2.02432,1.21866,0.88699,3.4357,87.6,-0.2408,-0.0161,0.2246,1421.5501,0.203272,-388.299903,-388.289257,-388.288313,-388.335631,38.944
gdb_133513,FC(F)(F)C(=O)C1CO1,3.14211,1.10364,1.0186,2.6747,48.85,-0.2834,-0.0713,0.2121,1123.8456,0.072034,-604.102619,-604.094403,-604.093459,-604.137084,27.95
gdb_44114,O=C1OC2=NCC3C1C23,3.62244,1.72302,1.46599,5.0505,66.04,-0.2706,-0.0533,0.2173,871.0959,0.102609,-436.654546,-436.648497,-436.647552,-436.684914,24.474
gdb_42429,C1C(CO1)OC(=O)C#N,4.60615,0.87924,0.79942,2.8023,64.11,-0.2738,-0.0791,0.1947,1358.3427,0.09981,-473.82096,-473.812545,-473.811601,-473.855812,28.276
gdb_130170,c1c[nH]c2c1c(n[nH]2)N,3.50339,1.61209,1.1065,3.118,73.73,-0.1827,0.0375,0.2202,1020.3128,0.116803,-413.011174,-413.003887,-413.002942,-413.042392,28.895
gdb_16999,C1C23CCC12CCC3,3.58341,2.12093,1.87327,0.4255,77.46,-0.2201,0.084,0.3041,828.1504,0.180172,-311.848659,-311.842053,-311.841109,-311.878829,27.862
gdb_77571,CC1C2(O)CC2C1(C)C,2.1991,1.42894,1.2859,1.1419,85.23,-0.245,0.0768,0.3218,1179.0065,0.203394,-388.269891,-388.259896,-388.258951,-388.303553,39.156
gdb_70019,CC12CC1C1OCCC21,3.18611,1.45781,1.28492,1.7144,81.0,-0.2321,0.0815,0.3137,1082.4098,0.184339,-387.068938,-387.06096,-387.060015,-387.101355,31.564
gdb_100787,CCC(O)C(O)C1CN1,3.218,0.9089,0.75566,1.4588,78.65,-0.2465,0.0582,0.3047,1556.7297,0.19207,-441.450977,-441.440155,-441.43921,-441.487601,38.926
gdb_47059,O=C1COC2CCC2O1,3.54443,1.42398,1.12546,3.9064,68.6,-0.2507,0.0082,0.259,1064.482,0.137368,-458.981965,-458.974659,-458.973715,-459.01404,28.116
gdb_110612,CCN1C2C3CC3(C)C12,3.05262,1.26142,1.112,1.2775,86.42,-0.2311,0.0848,0.316,1227.3581,0.193944,-367.154781,-367.1459,-367.144956,-367.188127,34.644
gdb_60401,CC(O)CCC1CC1O,3.72133,0.64315,0.5976,2.4395,82.99,-0.2503,0.0754,0.3257,1932.1937,0.203506,-425.409466,-425.398727,-425.397783,-425.445982,39.55
gdb_79399,CC1C2C3CC2(O)C13C,2.38534,1.5271,1.42662,1.4204,82.92,-0.2464,0.0732,0.3196,1084.7464,0.181216,-387.02853,-387.019698,-387.018754,-387.061171,34.934
gdb_131867,c1cnoc1OCCO,5.59301,0.81562,0.7456,2.0232,68.54,-0.2351,0.0027,0.2378,1471.9028,0.124065,-475.001272,-474.992892,-474.991948,-475.035694,29.813
gdb_49317,N=C1C=CC(=O)N1C=O,2.44763,1.87839,1.06278,5.9888,69.63,-0.2611,-0.1002,0.1609,1023.2807,0.090015,-452.811857,-452.804441,-452.803496,-452.844107,26.854
gdb_52894,CC#CC1(OC1C)C#C,1.94513,1.23722,0.83782,2.156,85.86,-0.2472,0.0043,0.2516,1419.5932,0.131083,-384.612167,-384.601866,-384.600922,-384.64838,36.099
gdb_71249,CC12CC3CC1(O)C3O2,2.29102,2.08358,1.61999,2.1861,74.18,-0.2317,0.0707,0.3024,932.7042,0.159438,-422.992492,-422.984869,-422.983925,-423.023883,31.383
gdb_2659,C#CCC#CCO,9.5036,0.93554,0.89808,1.4386,63.88,-0.2507,0.027,0.2778,1229.4204,0.098783,-307.238509,-307.230159,-307.229215,-307.272662,27.893
gdb_29705,Cc1c(nc(n1C)N)O,2.36246,1.62846,0.97838,2.9158,76.56,-0.1703,0.0494,0.2196,1186.801,0.148013,-435.313709,-435.3041,-435.303155,-435.347675,34.887
gdb_68137,CC12CC(C1)(OC2)C#C,3.94928,1.21392,1.09686,2.0571,82.78,-0.2376,0.0341,0.2716,1160.6577,0.158451,-385.840497,-385.832291,-385.831347,-385.872661,33.039
gdb_62159,CC(CNC=O)CC=O,4.56528,0.63991,0.61587,4.6246,77.99,-0.2523,-0.0263,0.226,1790.2212,0.168264,-440.324143,-440.313496,-440.312551,-440.361927,36.274
gdb_105544,OCC1(CCO1)C1CN1,2.58677,1.41042,1.13472,2.2494,73.61,-0.2444,0.0608,0.3052,1144.7004,0.17149,-440.233924,-440.225071,-440.224127,-440.267646,33.244
gdb_126837,CCc1nnn(n1)CC,3.74856,0.9615,0.86293,2.6351,78.7,-0.2724,-0.0151,0.2573,1435.3004,0.159972,-415.395802,-415.386561,-415.385617,-415.431462,32.287
gdb_94420,OC1CCC11COC1=N,2.54919,1.37665,1.25945,2.6163,73.2,-0.2571,0.0247,0.2818,1093.3371,0.147721,-439.068105,-439.059615,-439.058671,-439.101443,31.642
gdb_129458,c1c(c(no1)C(=O)N)N,2.73778,1.58976,1.00752,0.8981,66.04,-0.2166,-0.0412,0.1754,1081.6472,0.102187,-470.03135,-470.023327,-470.022383,-470.063964,30.03
gdb_111692,COC1C2CCC(O)C12,2.47057,1.54364,1.23646,1.7682,77.67,-0.2462,0.0677,0.3139,1115.078,0.183962,-424.206861,-424.198321,-424.197377,-424.23994,33.268
gdb_89416,CC1CC2(O)CC2C1O,2.69154,1.41385,1.0876,1.3155,77.65,-0.2502,0.0648,0.315,1173.7026,0.18221,-424.21978,-424.210774,-424.20983,-424.252937,35.682
gdb_64842,CC1(OC(=O)C=C1)C=O,3.41528,1.16321,1.15419,3.129,68.93,-0.2691,-0.07,0.1991,1101.9216,0.110758,-457.822193,-457.813986,-457.813042,-457.855331,29.814
gdb_15257,OCC1C(O)C1C=O,3.44439,1.31185,1.14627,2.8269,62.7,-0.2478,-0.0259,0.2219,1053.1195,0.128804,-420.855468,-420.846881,-420.845937,-420.889283,30.45
gdb_8817,CCC(=O)C(C)C#N,2.93353,1.49251,1.04333,2.2879,69.11,-0.2668,-0.0341,0.2327,1129.4507,0.139518,-363.905971,-363.896557,-363.895613,-363.941103,32.243
gdb_99389,COC(=O)CNCC=O,4.73113,0.62936,0.59391,4.063,70.25,-0.2437,-0.0241,0.2196,1840.4347,0.144622,-476.245277,-476.234817,-476.233873,-476.282951,34.501
gdb_113317,CCC1NC1(CC)C#N,2.50328,1.03537,0.83584,3.2082,85.03,-0.2656,0.019,0.2846,1479.0763,0.181614,-383.273863,-383.263585,-383.262641,-383.309503,36.967
gdb_119720,COCC12COC1C2C,3.45585,0.97416,0.86837,2.6339,80.06,-0.2283,0.0797,0.3079,1433.8248,0.180921,-424.169159,-424.159567,-424.158622,-424.203997,34.788
gdb_23032,CC(=NO)C1=NCCO1,3.98503,1.0419,0.83888,0.9948,76.97,-0.2379,-0.0357,0.2022,1339.0388,0.135493,-455.124535,-455.115535,-455.11459,-455.159315,31.595
gdb_108522,OCC12CCOC1CO2,2.88029,1.44071,1.21097,0.9955,70.02,-0.255,0.0628,0.3178,1077.2014,0.160399,-460.146107,-460.138078,-460.137133,-460.17878,30.895
gdb_79943,CC1C2C=CC(=O)C12O,2.13394,1.79228,1.45938,2.9412,74.48,-0.2454,-0.0632,0.1821,992.9048,0.135388,-421.84094,-421.832779,-421.831835,-421.873247,31.499
gdb_16941,O=C1OC2CNC1C2,3.73167,2.20136,2.00806,5.1851,59.59,-0.2388,0.0114,0.2502,726.3209,0.122586,-399.830327,-399.824518,-399.823574,-399.860116,23.359
gdb_107958,CC12CC3N1CC23CO,2.72952,1.35111,1.30938,2.9851,79.55,-0.2229,0.0675,0.2903,1108.1648,0.170048,-403.050549,-403.041875,-403.04093,-403.083712,33.306
gdb_66577,CC12C3C4C(CC=C14)N23,3.25786,1.91732,1.58985,0.6165,81.94,-0.206,-0.0446,0.1614,898.8274,0.147864,-364.677553,-364.67062,-364.669676,-364.708266,28.901
gdb_82200,CC12OC1C1OC1C2O,2.6316,1.85602,1.39616,3.2992,66.07,-0.2515,0.0464,0.298,954.0394,0.135294,-458.9242,-458.916492,-458.915548,-458.956035,30.234
gdb_133841,CC12C3C1C1=CC3OC21,3.40195,1.93909,1.78947,1.5564,77.86,-0.1911,-0.0845,0.1066,837.2883,0.134397,-384.515057,-384.507943,-384.506999,-384.546083,28.855
gdb_9020,CC(C#C)C#CC#C,4.5865,0.92864,0.79839,0.8504,85.21,-0.2465,-0.0175,0.229,1371.549,0.103661,-308.178333,-308.169484,-308.16854,-308.211801,31.861
gdb_86503,CC1CC(O1)C#CC#N,7.11143,0.61493,0.60713,5.4795,85.17,-0.2749,-0.0526,0.2223,1796.3673,0.123506,-400.720063,-400.71121,-400.710266,-400.754801,31.225
gdb_30652,CCC(C)C1=NC=CO1,3.61303,1.03091,0.86385,1.3081,81.05,-0.235,0.0095,0.2445,1390.1749,0.171146,-403.194962,-403.185784,-403.18484,-403.229883,33.401
gdb_127504,Cc1c(n(nc1O)C)C,2.34372,1.58706,0.96359,2.3102,80.35,-0.2023,0.0336,0.2359,1229.0656,0.158244,-419.247008,-419.236877,-419.235933,-419.282987,35.315
gdb_87814,OC1CC11CC2C(O)C12,2.7235,1.46799,1.23095,2.6646,75.29,-0.2308,0.0638,0.2946,1076.3024,0.158482,-422.963612,-422.955131,-422.954187,-422.996468,33.268
gdb_34735,N#CC1C2C3CC=C1C23,3.39402,1.54258,1.33618,3.9872,78.94,-0.2317,-0.0563,0.1754,966.0248,0.125479,-363.522779,-363.515998,-363.515053,-363.553905,27.193
gdb_96893,CN=C1OC2(C)C(O)C12,2.72436,1.28843,1.07007,2.4458,76.42,-0.2424,0.0191,0.2615,1203.7927,0.14547,-439.053057,-439.043889,-439.042945,-439.086907,33.761
gdb_106978,CCC12CN=C(N)C1O2,4.22637,1.08908,0.96995,1.9039,76.87,-0.2286,0.0178,0.2464,1266.1842,0.159905,-419.211282,-419.202651,-419.201707,-419.244449,33.138
gdb_122237,CCCCC1(CN1)C#C,2.68578,0.83067,0.70215,1.8939,89.14,-0.2428,0.044,0.2869,1706.8974,0.192149,-367.158781,-367.148363,-367.147419,-367.194811,38.276
gdb_83385,OC1C2CCC11CCN21,2.69747,1.7265,1.55535,1.875,78.66,-0.2097,0.0727,0.2824,970.5841,0.173073,-403.08054,-403.073152,-403.072208,-403.111733,30.842
gdb_131663,OCC1=CC(=O)ON=N1,3.82181,1.13918,0.91109,3.4469,64.26,-0.2825,-0.1127,0.1698,1183.562,0.087709,-489.850941,-489.843093,-489.842149,-489.883996,28.053
gdb_113143,CC#CC1(C)NC1CO,2.10395,1.01794,0.75451,2.3961,85.5,-0.2345,0.0441,0.2785,1571.9378,0.168593,-403.098592,-403.087891,-403.086947,-403.135959,37.579
gdb_7545,CCCC1(C)CN1C,2.90581,1.33053,1.08648,1.1314,82.59,-0.2179,0.081,0.2989,1233.4718,0.210124,-330.307491,-330.297589,-330.296645,-330.341851,36.67
gdb_61731,OC(CC=O)C#CC#C,4.68736,0.58954,0.53466,2.9712,85.51,-0.2499,-0.0416,0.2083,1924.2985,0.108134,-420.569835,-420.559853,-420.558909,-420.605959,34.469
gdb_18306,O=C1C=CC2COC12,3.7196,2.28032,1.61381,4.5455,63.52,-0.2346,-0.0582,0.1764,770.5043,0.108873,-382.543557,-382.537414,-382.53647,-382.573977,23.259
gdb_112260,CCC1N(CC)CC1=O,2.51803,1.12253,0.82815,2.5583,83.89,-0.2196,-0.0213,0.1983,1459.4941,0.192031,-404.346812,-404.336625,-404.335681,-404.382316,36.853
gdb_119228,CCCC1(CC1O)C=O,2.05938,1.10884,0.8241,2.5237,80.36,-0.249,-0.0229,0.2261,1475.5066,0.17937,-424.227336,-424.216856,-424.215912,-424.263234,37.529
gdb_108134,OCC12OC3CC1OC23,3.09103,1.53931,1.39502,1.3976,66.54,-0.2456,0.0554,0.3011,972.5189,0.136806,-458.901721,-458.894598,-458.893653,-458.933515,28.25
gdb_64745,CC1(CC#N)OCC1=O,3.15718,1.09967,1.0451,3.0145,69.79,-0.2741,-0.0516,0.2225,1184.0744,0.121674,-437.898952,-437.889906,-437.888962,-437.933345,31.942
gdb_39068,C1OC2C=CCC3NC123,2.6076,1.92108,1.29223,2.1014,76.28,-0.2437,0.0074,0.2511,988.7048,0.150162,-401.909199,-401.902151,-401.901207,-401.940623,28.307
gdb_41112,C1CC23C=CC4C(C24)N13,3.48877,1.96634,1.58791,1.3806,79.19,-0.2056,0.006,0.2115,875.9601,0.150151,-364.737196,-364.730988,-364.730044,-364.76722,27.164
gdb_128848,COCCc1ncon1,6.00817,0.6973,0.6621,1.8467,70.61,-0.2601,-0.0263,0.2338,1667.0751,0.135883,-455.134939,-455.126208,-455.125264,-455.169997,29.879
gdb_28920,c1cc(c(c(c1)N)N)N,2.30169,1.81748,1.0221,1.2139,84.94,-0.1807,0.0317,0.2124,1134.7313,0.151594,-398.195671,-398.187425,-398.18648,-398.227695,33.402
gdb_6689,CC(C)C#CCC=O,4.93578,0.74381,0.69053,2.7344,78.35,-0.2454,-0.0267,0.2188,1643.4581,0.150345,-347.795806,-347.785901,-347.784957,-347.832722,33.507
gdb_36112,N#CCC12NC1C1CC21,3.38552,1.24653,1.07909,2.6677,75.45,-0.222,0.0252,0.2472,1131.3213,0.136385,-380.796015,-380.78833,-380.787386,-380.828616,29.843
gdb_102789,COC(CC=O)C(N)=O,2.23866,1.06419,0.81092,3.1438,70.42,-0.2424,-0.0263,0.216,1415.8562,0.143825,-476.248169,-476.237401,-476.236457,-476.285683,36.115
gdb_65801,OC1(CC=CC1=O)C=O,2.52144,1.56194,1.27771,4.6619,68.81,-0.2429,-0.0666,0.1764,1009.0381,0.111129,-457.799821,-457.791689,-457.790745,-457.832923,29.907
gdb_51447,O=CNC1C2CC2C1=O,3.01086,1.1589,0.96458,4.3123,71.98,-0.244,-0.0265,0.2175,1214.9383,0.124219,-437.895488,-437.887321,-437.886377,-437.929467,29.62
gdb_103657,COC1(C)OC(C)C=C1,2.51298,1.42259,1.17486,0.7046,80.47,-0.2482,0.0127,0.261,1179.259,0.180201,-424.23673,-424.227067,-424.226123,-424.27106,36.26
gdb_91343,CC1OC2CC(C)=CC12,2.90642,1.33238,1.13259,1.5607,84.89,-0.2328,0.0234,0.2562,1191.877,0.182907,-387.102533,-387.094011,-387.093067,-387.135492,33.114
gdb_103868,OCC1(O)CC1N1CC1,3.21167,0.9695,0.90531,1.4086,77.12,-0.229,0.0669,0.2959,1377.1231,0.169131,-440.222996,-440.213447,-440.212503,-440.257545,35.698
gdb_7477,CC1(CCC1)CC=O,4.29963,1.1924,1.14952,2.8207,75.2,-0.2443,-0.0198,0.2245,1124.8169,0.175492,-349.008859,-349.000083,-348.999138,-349.042635,32.212
gdb_26124,CC(O)C1=C(C)C=CO1,2.42825,1.50238,0.97394,1.165,78.88,-0.2137,0.0158,0.2295,1221.2052,0.158338,-423.061194,-423.051893,-423.050949,-423.09572,34.394
gdb_34979,N#CC1C2CN3CC2C13,4.22294,1.36699,1.30895,4.8257,75.79,-0.2425,0.0202,0.2627,991.7858,0.139602,-380.822828,-380.816369,-380.815425,-380.853665,26.387
gdb_122841,CCOCCC(=O)OC,7.17806,0.51649,0.48916,0.7116,77.68,-0.2531,0.0157,0.2688,2266.578,0.179266,-461.393651,-461.38244,-461.381496,-461.432037,37.294
gdb_58451,CC(O)C1(C)CC(=N)O1,2.5912,1.31813,1.11009,2.9713,76.36,-0.2622,0.028,0.2902,1191.4799,0.168978,-440.297805,-440.288287,-440.287343,-440.331881,36.247
gdb_30112,CC1OC1C1=NC=CN1,3.78604,1.13474,1.09244,2.4863,75.19,-0.2191,0.0202,0.2393,1166.5952,0.137515,-418.031294,-418.023412,-418.022468,-418.064109,29.577
gdb_122683,C1CCC(C1)CCCO,4.75536,0.59836,0.55371,1.2867,89.4,-0.2611,0.081,0.342,2055.1423,0.229872,-389.508503,-389.498034,-389.49709,-389.546168,37.659
gdb_63019,CC1(C)C2NC2CC1=O,2.20427,1.7589,1.39698,3.8412,78.05,-0.2356,-0.0117,0.224,1042.6808,0.170751,-403.165042,-403.156382,-403.155437,-403.197877,33.783
gdb_68564,CC12CC(C=C1)C2C=O,2.41604,1.52843,1.26295,2.9594,80.45,-0.2232,-0.0241,0.1991,1083.6449,0.158768,-385.867671,-385.859521,-385.858577,-385.900497,31.774
gdb_6510,CC1(C)NC1(C)C#C,2.93719,1.80537,1.35489,1.1796,78.91,-0.2321,0.0387,0.2707,991.0022,0.162182,-327.88232,-327.872833,-327.871889,-327.915571,35.425
gdb_23712,c1cc(ncc1F)N,5.77148,1.50387,1.1942,2.5861,64.34,-0.2114,-0.0232,0.1882,909.9919,0.097355,-402.809032,-402.802666,-402.801722,-402.839351,24.895
gdb_34419,N#CC12COC1CCN2,2.39897,1.68693,1.28941,3.7589,71.68,-0.257,0.0175,0.2745,1018.4286,0.138247,-417.996242,-417.988592,-417.987648,-418.028702,28.93
gdb_111337,COC1C2CN2C11CC1,2.50913,1.52921,1.14866,1.7251,79.84,-0.2371,0.0713,0.3085,1145.0332,0.170315,-403.072746,-403.064169,-403.063225,-403.10602,32.703
gdb_45110,O=C1OC2CC2C2OC12,2.89476,1.84629,1.31179,4.501,64.67,-0.2658,-0.0152,0.2506,932.57,0.113768,-457.758086,-457.751363,-457.750419,-457.789365,26.365
gdb_86696,OC1CC(C=O)C1C#C,1.88591,1.60427,1.10058,3.8768,75.0,-0.2419,-0.0186,0.2233,1145.293,0.133129,-421.779133,-421.769935,-421.768991,-421.813469,33.564
gdb_91263,CC1CC2CC(=O)CC12,2.69355,1.36346,1.14928,2.9421,81.34,-0.2349,-0.013,0.2218,1165.2972,0.183528,-387.120503,-387.112224,-387.111279,-387.153869,32.515
gdb_307,CC1CC(=O)N1,9.37628,2.54337,2.24698,3.855,50.75,-0.2465,0.0387,0.2852,578.1159,0.108284,-286.519735,-286.513686,-286.512742,-286.549288,21.755
gdb_77384,OC1C2(O)C3CC1(O)C23,2.52285,1.6796,1.37339,1.5125,67.58,-0.2431,0.0684,0.3115,980.4759,0.134624,-458.901698,-458.893582,-458.892638,-458.933558,32.524
gdb_18312,O=C1CC=C2CNC12,3.69978,2.1445,1.46242,3.1812,68.15,-0.2244,-0.0191,0.2053,830.2836,0.120098,-362.635814,-362.629301,-362.628356,-362.666561,25.058
gdb_26960,c1[nH]c(c(n1)N2CC2)N,3.0538,1.39892,1.03996,2.5135,76.88,-0.1885,0.0394,0.2279,1141.5273,0.138598,-414.187885,-414.179818,-414.178873,-414.220811,30.504
gdb_76698,CC1C(C)N1CCC#N,3.10198,0.79557,0.74388,4.4179,84.24,-0.2324,0.0365,0.2689,1609.2389,0.181091,-383.261169,-383.250858,-383.249913,-383.297342,36.709
gdb_101681,CCC(O)CC(O)CO,4.40894,0.65547,0.59673,1.2308,79.13,-0.2579,0.0534,0.3113,1904.0777,0.203931,-462.563829,-462.552897,-462.551953,-462.600043,40.174
gdb_86744,CC1CC(C=C1)C1CO1,4.25362,0.98083,0.90859,1.6517,84.1,-0.2405,0.022,0.2624,1367.2513,0.183009,-387.079845,-387.071095,-387.070151,-387.114081,33.006
gdb_13736,CC(=O)C1NC1C#N,3.15547,1.61246,1.34187,4.0977,62.99,-0.2589,-0.039,0.2198,928.937,0.106024,-378.721084,-378.713078,-378.712134,-378.754199,27.952
gdb_74028,CC1=C2NCC2NC1=O,2.88095,1.57785,1.07663,4.5311,78.38,-0.2262,-0.0227,0.2035,1094.6813,0.137174,-418.012562,-418.004446,-418.003502,-418.045616,30.305
gdb_46158,O=C1COC(CO1)C#N,4.85566,1.03972,0.88321,0.9163,63.25,-0.2794,-0.0177,0.2617,1205.6031,0.101219,-473.850642,-473.842866,-473.841922,-473.883517,27.761
gdb_89621,CN1CC2(CC12)C(C)=O,3.65642,1.13027,0.95533,2.6527,81.53,-0.2189,-0.0142,0.2047,1283.3461,0.169244,-403.124218,-403.115002,-403.114058,-403.1583,34.293
gdb_109333,CNC1=NCCN1C=O,1.95178,1.84258,0.96598,1.7925,77.25,-0.2125,-0.0073,0.2052,1202.2629,0.148975,-435.315679,-435.306468,-435.305524,-435.35101,31.779
gdb_56891,CC1CC(C1)C(O)C#C,3.30218,0.93544,0.78057,1.335,84.97,-0.2617,0.0338,0.2955,1504.5276,0.180254,-387.044311,-387.034301,-387.033357,-387.079417,37.365
gdb_94135,CC1OCC1(C#C)C#C,1.93755,1.56333,1.22611,1.02,80.41,-0.2569,0.0191,0.2759,1123.2878,0.132267,-384.598615,-384.589198,-384.588254,-384.632755,34.864
gdb_50317,O=CC1CC2OC2C=C1,3.86778,1.10963,0.93943,1.9971,74.3,-0.2547,-0.0348,0.2199,1213.8589,0.136079,-421.820579,-421.812687,-421.811743,-421.85454,29.178
gdb_66378,CC1(CCCCC1)C=O,2.52908,1.19598,1.1696,2.8006,85.15,-0.2412,-0.0187,0.2224,1241.6563,0.206483,-388.329474,-388.32024,-388.319296,-388.36346,35.743
gdb_24590,C1CC(O1)C1=NC=CN1,4.69121,1.11784,0.99642,2.8714,74.62,-0.2165,0.0266,0.243,1192.4243,0.138869,-418.026328,-418.018794,-418.01785,-418.059535,27.861
gdb_62455,NC1(C#N)C2CCCC12,3.50635,1.17409,1.1592,3.4624,80.28,-0.2647,0.0313,0.296,1147.8706,0.161936,-382.084451,-382.076149,-382.075205,-382.117052,32.08
gdb_88464,CC1NC1C1(C)CCO1,2.48783,1.33026,1.25323,2.2941,82.18,-0.2358,0.0696,0.3053,1180.9636,0.193565,-404.311938,-404.30246,-404.301516,-404.346172,35.792
gdb_30543,c1cnc(nc1)N=CN,5.46687,0.99953,0.84627,2.886,84.31,-0.2214,-0.0285,0.1928,1296.7664,0.115034,-413.054655,-413.046664,-413.04572,-413.088125,28.519
gdb_125994,CC1CN2N=CC=C2N1,3.83871,1.40168,1.1751,3.6732,78.11,-0.1967,0.0418,0.2385,1073.4652,0.151704,-398.151454,-398.144071,-398.143127,-398.183337,28.877
gdb_110707,OCC1C2C=CC1C2=O,3.2004,1.24802,1.14109,2.2337,73.24,-0.2465,-0.0039,0.2427,1107.5064,0.136171,-421.801752,-421.793891,-421.792946,-421.834325,30.188
gdb_112233,OCC1CC(=O)C1C#N,2.04874,1.41736,0.95067,4.1576,70.28,-0.2678,-0.0451,0.2227,1210.3116,0.122763,-437.896422,-437.887493,-437.886549,-437.930843,31.759
gdb_112958,OCC1CC([NH2+]1)C([O-])=O,3.90385,0.91614,0.85868,5.1775,67.92,-0.2459,0.0156,0.2615,1358.8147,0.148075,-476.232022,-476.223138,-476.222193,-476.266618,32.171
gdb_119824,C1C(=CNC1=O)CCO,4.81752,0.74377,0.6745,2.8857,75.87,-0.2103,-0.0007,0.2096,1613.038,0.147336,-439.12785,-439.118672,-439.117728,-439.162653,33.109
gdb_28174,c1c2c(oc1N)CC=C2,5.01041,1.25354,1.01031,1.5115,78.83,-0.1711,0.0028,0.1739,1129.4491,0.126325,-400.77616,-400.768795,-400.767851,-400.807775,28.9
gdb_108761,CNC1=CC(=N)OC1C,2.50692,1.31679,0.91252,5.6821,83.83,-0.2053,0.0055,0.2108,1297.609,0.159505,-419.241139,-419.231856,-419.230911,-419.275123,34.226
gdb_123775,c1nc2n(n1)CC23CC3,4.34848,1.36153,1.13878,3.8461,75.77,-0.2457,0.0197,0.2655,1055.7832,0.127198,-396.895746,-396.888752,-396.887808,-396.927698,26.449
